,Employment,YearsCode,YearsCodePro,PreviousSalary,ComputerSkills,Employed,Age_>35,Accessibility_Yes,EdLevel_NoHigherEd,EdLevel_Other,EdLevel_PhD,EdLevel_Undergraduate,Gender_NonBinary,Gender_Woman,MentalHealth_Yes,MainBranch_NotDev,Employment_bin,YearsCode_bin,YearsCodePro_bin,PreviousSalary_bin,ComputerSkills_bin
employ297,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True
employ298,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
employ299,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
employ300,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ301,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
employ302,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True
employ303,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False
employ304,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ305,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
employ306,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ307,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ308,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True
employ309,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
employ310,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
employ311,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
employ312,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True
employ313,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
employ314,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
employ315,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False
employ316,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True
employ317,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ318,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ319,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
employ320,False,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
employ321,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ322,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
employ323,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
employ324,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ325,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True
employ326,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False
employ327,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
employ328,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
employ329,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
employ330,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ331,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
employ332,False,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
employ333,False,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,True,False
employ334,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
employ335,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True
employ336,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
employ337,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
employ338,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
employ339,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
employ340,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ341,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ342,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
employ343,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
employ344,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False
employ345,True,True,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False
employ346,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True
employ347,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
employ348,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
employ349,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ350,True,True,True,True,True,False,True,False,False,True,False,False,False,True,False,False,True,True,True,True,False
employ351,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False
employ352,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ353,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False
employ354,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
employ355,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
employ356,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ357,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
employ358,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ359,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
employ360,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True
employ361,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True
employ362,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False
employ363,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True
employ364,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
employ365,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True
employ366,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
employ367,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ368,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True
employ369,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
employ370,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False
employ371,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
employ372,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ373,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ374,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ375,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True
employ376,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
employ377,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
employ378,False,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
employ379,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True
employ380,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True
employ381,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
employ382,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
employ383,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
employ384,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
employ385,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False
employ386,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True
employ387,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ388,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,False
employ389,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
employ390,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ391,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ392,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
employ393,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
employ394,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False
employ395,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ396,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ397,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
employ398,False,True,True,True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True
employ399,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
employ400,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True
employ401,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ402,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
employ403,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False
employ404,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ405,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False
employ406,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False
employ407,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True
employ408,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
employ409,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ410,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
employ411,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ412,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ413,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
employ414,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ415,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True
employ416,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
employ417,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ418,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ419,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True
employ420,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False
employ421,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
employ422,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
employ423,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
employ424,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
employ425,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ426,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
employ427,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ428,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
employ429,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ430,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
employ431,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
employ432,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
employ433,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
employ434,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
employ435,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ436,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ437,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
employ438,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
employ439,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False
employ440,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,True
employ441,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True
employ442,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
employ443,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ444,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False
employ445,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
employ446,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False
employ447,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
employ448,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True
employ449,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
employ450,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
employ451,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ452,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
employ453,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ454,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True
employ455,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True
employ456,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True
employ457,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ458,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True
employ459,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
employ460,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True
employ461,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True
employ462,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True
employ463,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
employ464,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,True,True,True,False,True
employ465,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ466,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
employ467,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ468,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ469,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False
employ470,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
employ471,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ472,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True
employ473,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
employ474,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
employ475,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
employ476,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
employ477,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False
employ478,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ479,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,True,True,True,False
employ480,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ481,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True
employ482,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
employ483,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ484,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True
employ485,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ486,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False
employ487,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ488,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
employ489,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
employ490,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,True,True,True
employ491,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ492,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
employ493,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True
employ494,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True
employ495,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ496,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
employ497,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ498,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ499,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ500,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
employ501,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ502,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True
employ503,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False
employ504,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
employ505,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ506,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
employ507,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ508,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ509,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True
employ510,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,True,True,True,True,True
employ511,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,True,True,True,True,True
employ512,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False
employ513,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
employ514,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True
employ515,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ516,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
employ517,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False
employ518,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
employ519,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ520,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ521,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True
employ522,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True
employ523,False,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,True
employ524,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ525,False,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
employ526,True,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False
employ527,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ528,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
employ529,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
employ530,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
employ531,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ532,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,True,False
employ533,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True
employ534,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ535,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True
employ536,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True
employ537,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,True,True,True,False,True
employ538,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ539,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True
employ540,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True
employ541,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
employ542,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True
employ543,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
employ544,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
employ545,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True
employ546,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ547,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False
employ548,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
employ549,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
employ550,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True
employ551,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
employ552,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True
employ553,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ554,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
employ555,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ556,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True
employ557,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
employ558,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
employ559,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
employ560,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
employ561,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True
employ562,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
employ563,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True
employ564,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
employ565,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
employ566,True,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
employ567,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,True
employ568,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,False
employ569,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
employ570,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ571,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ572,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True
employ573,True,True,True,True,True,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False
employ574,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ575,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,False
employ576,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
employ577,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True
employ578,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
employ579,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True
employ580,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True
employ581,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False
employ582,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True
employ583,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
employ584,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
employ585,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False
employ586,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ587,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True
employ588,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ589,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
employ590,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
employ591,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False
employ592,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ593,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ594,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True
employ595,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ596,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
